,,,,,,,neamusium,Nemausium,,,,,,,,,,,tipassa c.,tipassa
,,,,,,,nametis,Nemetum,,,,,,,,,,,cadrusium c.,Cadrusima Ciuitas
,,,,,,,neustria,Neustria,,,,,,,,,,,liburnice i.,Insulee Liburnice
,,,,,,,nicaea,Nicea,,,,,,,,,,,susa fl.,Fluuius Susa
,,,,,,,nicomedia,Nichomedia,,,,,,,,,,,jordanis fl.,Iordan Fluuius
,,,,,,,nicopolis,Nichopolis,,,,,,,,,,,marmini,Marmini Ethiopes
,,,,,,,nuchul fl.,Nichul,,,,,,,,,,,trogodite,Trocoditee
,,,,,,,nicopolis,Nicopolis (in Palestina),,,,,,,,,,,berenice in egypt c.,Ciuitas Berenice
,,,,,,,nilus,Nilus,,,,,,,,,,,chusta fl.,Fluuius Chusta
,,,,,,,nineveh,Ninive,,,,,,,,,,,protholomaida,Protholomaida Ceutria
,,,,,,,nisa,Nisan,,,,,,,,,,,ceutria,Protholomaida Ceutria
,,,,,,,nisibi,Nisibi,,,,,,,,,,,cannar m.,Mons Cannar
,,,,,,,nivaria i.,Nivaria,,,,,,,,,,,mauritania tingitana,Mauritania Tingitana
,,,,,,,nivernis,Nivedunu,,,,,,,,,,,retia maior,Recia Maior
,,,,,,,noricus,Noricus,,,,,,,,,,,dublina,Ciuitas Diuelin
,,,,,,,normannia,Northmannia,,,,,,,,,,,cana,Cana Galilee
,,,,,,,noviomus,Noviomus,,,,,,,,,,,tripolis c.,Tripolis Ciuitas
,,,,,,,nubie p.,Nubie Porte,,,,,,,,,,,hispania citerior,Hispania Citerior
,,,,,,,nubii g.,Nubii,,,,,,,,,,,savus fl.,Fluuius Sauus 
,,,,,,,numides g.,Numides,,,,,,,,,,,libani m.,Mons Libanus
,,,,,,,numidia,Numidia,,,,,,,,,,,nuchul fl.,Nuchul Fluuius
,,,,,,,numidicus s.,Numidicus,,,,,,,,,,,caracanus c.,Carcanus Ciuitas 
,,,,,,,nursia,Nursia,,,,,,,,,,,retia minor,Recia Minor
,,,,,,,occea,Occea,,,,,,,,,,,septimana c.,Septimana Ciuitas
,,,,,,,occhus,Occhus,,,,,,,,,,,mauritania sitifensis,Mauritania Sitifensis
,,,,,,,occidentalis o.,Occidentalis,,,,,,,,,,,sirtinice i.,Insula Sirtinice
,,,,,,,octogora c.,Octogorra,,,,,,,,,,,ilra fl.,Fluuius Ilra
,,,,,,,octogora fl.,Octogorra,,,,,,,,,,,castra alexandri,Castra Alexandri Magni
,,,,,,,olympia c.,Olimpia,,,,,,,,,,,hecclarum fl.,Fluuius Hecclarum
,,,,,,,olympus m.,Olimpus,,,,,,,,,,,cassius m.,Mons Cassius
,,,,,,,oliveti m.,Oliveti,,,,,,,,,,,castra nouo,Castra Nouo
,,,,,,,onagri,Onagri,,,,,,,,,,,nuam c.,Nuam Ciuitatem
,,,,,,,orcades i.,Orchades,,,,,,,,,,,avis phenix,Phenix auis
,,,,,,,organus,Organus,,,,,,,,,,,colonia,Agrippina Colonia
,,,,,,,orientalis o.,Orientalis,,,,,,,,,,,sienee g.,Sienee gentes
,,,,,,,ortigia,ortigia,,,,,,,,,,,phenicia,Phenicis Prouincia
,,,,,,,oruns,Oruns,,,,,,,,,,,protholomayda,Protholomayda Ciuitas
,,,,,,,oscobares m.,Oschobares,,,,,,,,,,,cilicinus s.,Cilicinus Sinus
,,,,,,,oximus,Oximus,,,,,,,,,,,boemia,sala Boemie
,,,,,,,pachinum,Pachinum,,,,,,,,,,,aneso fl.,Aneso Fluuius 
,,,,,,,pactolus fl.,Pactulus,,,,,,,,,,,babilonia egyptus c.,Insula Babilonia Ciuitas
,,,,,,,padus fl.,Padus,,,,,,,,,,,leptis,Leptis Magna
,,,,,,,palestina,Palestina,,,,,,,,,,,lidda m.,Mons Lidda 
,,,,,,,pamphilium mare,Pamphilium,,,,,,,,,,,boemaron fl.,Fluuius Boemaron
,,,,,,,pamplona,Pampolana,,,,,,,,,,,eraclea in asia minor,eraclea
,,,,,,,pandea g.,Pandea,,,,,,,,,,,eraclea in boeotia,eraclea
,,,,,,,panisus,Panisus,,,,,,,,,,,nubie p.,portee nibie
,,,,,,,pannonia,Pannonia,,,,,,,,,,,sitifis c.,Sitiphi Metropolis
,,,,,,,panorma,Panorma,,,,,,,,,,,bononia italia,Bononia crassa
,,,,,,,panotii,Panotii,,,,,,,,,,,arietum i.,Insula Arietum
,,,,,,,pantaris c.,Pantaris,,,,,,,,,,,magdalus c.,Magdalus Ciuitas
,,,,,,,panther,Panther,,,,,,,,,,,oder fl.,Fluuius Ou
,,,,,,,paphos,Paphos,,,,,,,,,,,isera fl.,Fluuius Caura 
,,,,,,,papia,Papia,,,,,,,,,,,nubie m.,Montes Nibie
,,,,,,,par,Par,,,,,,,,,,,dalida fl.,Fluuius Dalida
,,,,,,,paranda,Paranda,,,,,,,,,,,medey fl.,Fluuius Medey
,,,,,,,parchoatras m.,Parchoatras,,,,,,,,,,,indie m.,Montes Yndie
,,,,,,,paretonium,Paretonium,,,,,,,,,,,abana fl.,Abana Fluuius
,,,,,,,parisius,Parisius,,,,,,,,,,,gazera c.,Gazera Ciuitas
,,,,,,,parma,parma,,,,,,,,,,,oxus fl. ostia,Ostia Oxi Fluminis
,,,,,,,paros,Paros,,,,,,,,,,,boreus fl.,Fluuius Boreus
,,,,,,,parthan in armenia c.,parthan,,,,,,,,,,,zebulon,Zabulon et Ysacar
,,,,,,,parthia r.,Parthia,,,,,,,,,,,isachar,Zabulon et Ysacar
,,,,,,,parthia in parthia c.,Parthia,,,,,,,,,,,carpatos i.,Carpatas Insula
,,,,,,,pathmos,Pathmos,,,,,,,,,,,eufrates fl.,Eufrates Fluuius
,,,,,,,patras,Patras,,,,,,,,,,,sancti andree,Sanctus Andreas
,,,,,,,pelorum m.,Pelorum,,,,,,,,,,,cidera fl.,Fluuius Cidera
,,,,,,,pelusium c.,Pelusium,,,,,,,,,,,crise,Crise Insula
,,,,,,,pelusium fl.,Pelusium,,,,,,,,,,,lunacus fl.,Fluuius Lunacus
,,,,,,,pelusium s.,Pelusium,,,,,,,,,,,alopecia c.,Allopeccea Ciuitas
,,,,,,,bergomum,Pergamum,,,,,,,,,,,alani g.,Alani Sithe
,,,,,,,pergamus,Pergamus,,,,,,,,,,,parisius,Parisius Ciuitas
,,,,,,,persia,Persia,,,,,,,,,,,ascalon,Ascalon Ciuitas
,,,,,,,persepolis,Persipolis,,,,,,,,,,,herremus scetis,Herremus Sithe Palme
,,,,,,,persicus s.,Perticus,,,,,,,,,,,cardia c.,Cardia Ciuitas
,,,,,,,perusium,Perusina,,,,,,,,,,,sancti johanni,Ciuitas Sancti Iohannis
,,,,,,,pestum,Pestum,,,,,,,,,,,fistula fl.,Fluuius Fistula
,,,,,,,petra,Petragora,,,,,,,,,,,calvarie m.,Mons Caluarie
,,,,,,,phatures,Phatures,,,,,,,,,,,effraim m.,Mons Effraim
,,,,,,,phenicia,Phenicia,,,,,,,,,,,tlede fl.,Fluuius Tlede
,,,,,,,phenicis mare,Phenicis,,,,,,,,,,,baleares i.,Baleares Insule
,,,,,,,philadelphia,Philadelphia,,,,,,,,,,,egyptus,egitum
,,,,,,,are philenorum,Philenorum are,,,,,,,,,,,albatia i.,Albatia Insula 
,,,,,,,piscinus,Picenus,,,,,,,,,,,scena i.,Scena Insula
,,,,,,,pictavis c.,Pictavis,,,,,,,,,,,arsinoe,Arsuoe Ciuitas
,,,,,,,pigmei,Pigmei,,,,,,,,,,,ebureda c.,Ebureda Ciuitas
,,,,,,,pirenei m.,Pirenei,,,,,,,,,,,adriaticus s.,Adriaticus sinus
,,,,,,,pisa,Pisa,,,,,,,,,,,dan fons,Fons Dan
,,,,,,,piscaria fl.,Piscaria,,,,,,,,,,,catapas,Catapas colonia
,,,,,,,pitavium,Pitavium,,,,,,,,,,,tagus fl.,Fluuius Tagus
,,,,,,,placentia,Placentia,,,,,,,,,,,leonum mare,Mare Leonum
,,,,,,,polibota,Polibotra,,,,,,,,,,,idi m.,Mons Yda
,,,,,,,poros,Poros,,,,,,,,,,,nineveh,Ciuitas Niniuee
,,,,,,,prester,Prester,,,,,,,,,,,aureus m.,Montes Aureos
,,,,,,,prochenissa i.,Proconissa,,,,,,,,,,,aurasium m.,Montes Euzaree
,,,,,,,propontis mare,Propontis,,,,,,,,,,,gebal m.,Mons Gebal
,,,,,,,provincia r.,Provinicia,,,,,,,,,,,horeb m.,Mons Oreb
,,,,,,,prusias c.,Prusias,,,,,,,,,,,pactolus fl.,Fluuius Pactalus
,,,,,,,psilli,Psilli,,,,,,,,,,,jericho,civitatem iericho
,,,,,,,ptolomais,Ptolomais,,,,,,,,,,,muneus fl.,fluiuus muneus
,,,,,,,punici,Punici,,,,,,,,,,,tusca fl.,Fluuius Musica
,,,,,,,ramesses,Ramesses,,,,,,,,,,,salum fl.,Fluuius Salum
,,,,,,,ransburg,Ransburg,,,,,,,,,,,helicon m.,Mons Elicon
,,,,,,,ravenna,Ravenna,,,,,,,,,,,accon,actua civitas
,,,,,,,reate,Reate,,,,,,,,,,,arabica d.,arabica deserta
,,,,,,,redonis,Redonis,,,,,,,,,,,athena,Achenus Ciuitas
,,,,,,,regium,Regium,,,,,,,,,,,gallia belgica,Gallia Belgica
,,,,,,,remis,Remis,,,,,,,,,,,libia cirenensis,Libia Cirenensis
,,,,,,,retia,Rethia,,,,,,,,,,,euxinum mare,Euxinum Mare
,,,,,,,retia maior,Rethia prima,,,,,,,,,,,augee m.,Montes Augee
,,,,,,,retia minor,Rethia secunda,,,,,,,,,,,gallia celtica,Gallia Celtica 
,,,,,,,renus fl.,Rhenus,,,,,,,,,,,clarus m.,Clarus Mons
,,,,,,,rodus,Rhodus,,,,,,,,,,,craphis regnum,rengnum craphis
,,,,,,,rodanus fl.,Rhodanus,,,,,,,,,,,laureum p.,Laureum Portus
,,,,,,,riphei m.,Riphei,,,,,,,,,,,zimarim portus,Zimarim Portus
,,,,,,,robasci,Robasci,,,,,,,,,,,diomedis i.,Insula Diomedis
,,,,,,,roma,Roma,,,,,,,,,,,cidnus fl.,Fluuius Cidnus
,,,,,,,rothomagum,rothomagus,,,,,,,,,,,samara m.,Promunctorium Samara
,,,,,,,rubrum mare,rubrum,,,,,,,,,,,rodanus fl.,Fluuius Rodanus
,,,,,,,rupis,Rupis,,,,,,,,,,,canea fl.,Fluuius Canea
,,,,,,,ruscia,russicada,,,,,,,,,,,cuna fl.,Fluuius Cuna
,,,,,,,ruthupi portus c.,Ruth,,,,,,,,,,,chalearsus lacus,Lacus Calearsus 
,,,,,,,ruthenus c.,Ruthenus,,,,,,,,,,,dorius fl.,Fluuius Dorius
,,,,,,,saba,Sabea,,,,,,,,,,,labro prominente g.,Gens labro prominenti
,,,,,,,savus fl.,Sabo,,,,,,,,,,,eles fl.,Fluuius Eles
,,,,,,,sabrata,Sabreta,,,,,,,,,,,padus fl.,fluuius padus
,,,,,,,sagagdan,Sagagdan,,,,,,,,,,,etham c.,etham civitas
,,,,,,,sagiensis,Sagiensis,,,,,,,,,,,metima,Metima Ciuitas
,,,,,,,sagitarii,Sagitarii,,,,,,,,,,,didime i.,Insula Didimee
,,,,,,,sagomna,Sagomna,,,,,,,,,,,patalus p.,Portus Patalus
,,,,,,,sala c.,Sala,,,,,,,,,,,paradisus,Paradisi Porte
,,,,,,,sala fl.,Sala,,,,,,,,,,,memphis,Memphis Ciuitas 
,,,,,,,salamina,Salamina,,,,,,,,,,,avium i.,Insula Auium
,,,,,,,saldis c.,Saldis,,,,,,,,,,,sancti davi,Sanctus Daui
,,,,,,,sale c.,Sale,,,,,,,,,,,corcina g.,Gens Corcina
,,,,,,,salerna,Salerna,,,,,,,,,,,adanum i.,Adanum Insula
,,,,,,,saline,Saline,,,,,,,,,,,sabaria sancti martini,Sabaria Sancti Martini
,,,,,,,salmon,Salmon,,,,,,,,,,,caspium mare,Mare Caspium
,,,,,,,saltus,Saltus,,,,,,,,,,,seyr m.,Mons Seir
,,,,,,,samara m.,Samara,,,,,,,,,,,urta c.,Vrta Ciuitas
,,,,,,,samo fl.,Samo,,,,,,,,,,,livoris m.,Mons Liuoris
,,,,,,,samos i.,Samos,,,,,,,,,,,astoborta fl.,Fluuius Astoborta
,,,,,,,sancti jacobi c.,Sancti Iacobi,,,,,,,,,,,clipea ,Clippeas Ciuitas
,,,,,,,santonum,Sanctonas,,,,,,,,,,,alpes gothice,Alpes Gottice
,,,,,,,sannium,Sannium,,,,,,,,,,,africa terminus,Terminus Affrice
,,,,,,,safris,Saphra,,,,,,,,,,,sithe catharum,Catharum Sithe
,,,,,,,sardinia,Sardinia,,,,,,,,,,,hesperidum i.,Insule Hesperidum
,,,,,,,sardinicum mare,Sardinicum,,,,,,,,,,,pelorum m.,Mons Pelorum
,,,,,,,sardis,Sardis,,,,,,,,,,,caspie p.,Portee Caspie
,,,,,,,sardum mare,Sardum,,,,,,,,,,,arafaxat fl.,Fluuius Arfaxat
,,,,,,,sarepta,Sarepta,,,,,,,,,,,wisara fl.,Fluuius Wisara
,,,,,,,sarmatica r.,Sarmate,,,,,,,,,,,ossa m.,Montes Osco
,,,,,,,sarmathana c.,Sarmathana,,,,,,,,,,,ora conserta g.,Gens ore concreto
,,,,,,,sarraceni nabatehi,Sarraceni nabatehi,,,,,,,,,,,babilonia r.,Terra Babilonie
,,,,,,,satyri,Satyri,,,,,,,,,,,sigga m.,Mons Sigga
,,,,,,,saxones,Saxones,,,,,,,,,,,nisibi,Nisibi Ciuitas
,,,,,,,saxonia,Saxonia,,,,,,,,,,,lates fl.,Fluuius Lates
,,,,,,,scaldus,Scaldus,,,,,,,,,,,meotides paludes,Fluuius Meotides
,,,,,,,scena fl.,Scena,,,,,,,,,,,appanina,Appanina Ciuitas
,,,,,,,scinize,Scinize,,,,,,,,,,,arelatum,Arelas Ciuitas
,,,,,,,sithe,Scitie,,,,,,,,,,,boreus promuntorium,Promunctorium Boreum
,,,,,,,scythia,Scithia,,,,,,,,,,,ansa fl.,Fluuius Ansa
,,,,,,,scythia inferiore,Scithia inferior,,,,,,,,,,,weser fl.,fluuius wisara
,,,,,,,scythia superiore,Scithia superior,,,,,,,,,,,miopar i.,Miopar Insula
,,,,,,,scythiopolis,Scithopolis,,,,,,,,,,,sina m.,Mons Sinay
,,,,,,,scorpiones,Scorpiones,,,,,,,,,,,sabrina fl.,Sabrina Fluuius
,,,,,,,scotia,Scoti,,,,,,,,,,,termineus s.,Termineus Sinus
,,,,,,,scupis,Scupis,,,,,,,,,,,sarta fl.,Fluuius Sarta
,,,,,,,sebastea in palestina,Sebastea,,,,,,,,,,,marna fl.,Fluuius Marna
,,,,,,,sebastia in egyptus,Sebastia,,,,,,,,,,,narbonensis r.,Narbona
,,,,,,,sebastia pentapolis,Sebastia,,,,,,,,,,,aquitanicus s.,Aquitanicus Sinus
,,,,,,,seyr m.,Seir,,,,,,,,,,,pudpud c.,Pudpud Ciuitas
,,,,,,,seleucia in siria,Seleucia,,,,,,,,,,,laudunus,Mons Laudanus
,,,,,,,seleucia in mesopotamia,seleucia,,,,,,,,,,,piscaria fl.,Fluuius Piscaria
,,,,,,,senogallia,Senogallia,,,,,,,,,,,octogora c.,Octoricirus Ciuitas
,,,,,,,senonis,Senonenses,,,,,,,,,,,russicada c.,Russicada Ciuitas
,,,,,,,septem oppidum,Septem oppidum,,,,,,,,,,,fialus fons nili,Fialus fons Nili
,,,,,,,septentrion o.,Septentrionalis,,,,,,,,,,,berenice in libya c.,Berenice Ciuitas
,,,,,,,sequana fl.,Sequana,,,,,,,,,,,tarus fl.,Fluuius Tarus
,,,,,,,sequani,Sequani,,,,,,,,,,,curunbi c.,Curunbi Ciuitas
,,,,,,,seres c.,Seres,,,,,,,,,,,gangines ethiopes,Gangines Ethiope
,,,,,,,sericus mare,Sericum,,,,,,,,,,,riphei m.,Riphay Montes
,,,,,,,serpentes,Serpentes,,,,,,,,,,,lech fl.,Fluuius Lech
,,,,,,,sessia,Sessia,,,,,,,,,,,uttica c.,Vttica Ciuitas 
,,,,,,,sestos c.,Sestos,,,,,,,,,,,archas c.,Archas Ciuitas
,,,,,,,sichem,Sichem,,,,,,,,,,,icaria i.,Ucaria Insula
,,,,,,,sicilia,Sicilia,,,,,,,,,,,bande fl.,Fluuius Bande
,,,,,,,siculum,siculum,,,,,,,,,,,tustrum c.,Ciuitas Tustrum
,,,,,,,sidon i.,Sidonia,,,,,,,,,,,essedones sithe,Essedones Sithe
,,,,,,,sigau,Sigau,,,,,,,,,,,nuchus fl.,Fluuius Nuchus
,,,,,,,siler fl.,Siler,,,,,,,,,,,magoma c.,Magoma
,,,,,,,silvanectum,Silvanectum,,,,,,,,,,,pineus fl.,Fluuius Pineus
,,,,,,,sinnada,Sinnada,,,,,,,,,,,pamplona,pampilonia
,,,,,,,sipontus,Sipontus,,,,,,,,,,,mellila c.,Russaden Ciuitas
,,,,,,,siracusa,Siracusana,,,,,,,,,,,colne fl.,Fluuius Colne
,,,,,,,siraph,Siraph,,,,,,,,,,,horrea josep,Orrea Ioseph
,,,,,,,sirtes,Sirtes,,,,,,,,,,,bizacium c.,Bizancium Ciuitas
,,,,,,,sitifis c.,Sitifis,,,,,,,,,,,gaza municipium,Gaza Municipium
,,,,,,,sochoth,Socoth,,,,,,,,,,,sti fl.,Fluuius Sti
,,,,,,,soloe,Soloe,,,,,,,,,,,calpes m.,Mons Calpel
,,,,,,,somena,Somena,,,,,,,,,,,hydaspis fl.,Ydaspis Fluuius
,,,,,,,spoletum,Spoletum,,,,,,,,,,,ardens m.,Mons Ardens
,,,,,,,stoecades,Stoecades,,,,,,,,,,,acheron fl.,fluuius achen
,,,,,,,strasburg,Straburg,,,,,,,,,,,apollonia c.,Ciuitas Apollonia
,,,,,,,stridonis i.,Stridonis,,,,,,,,,,,olympus m.,Mons Olimpus
,,,,,,,strimon fl.,Strimon,,,,,,,,,,,jor fons,Fons Ior
,,,,,,,stripodes,Stripodem,,,,,,,,,,,armenia inferior,Armenia Inferior
,,,,,,,strongile,Strongile,,,,,,,,,,,hebron,Ebron Ciuitas
,,,,,,,subentani,Subentani,,,,,,,,,,,bethel,Bethel Ciuitas
,,,,,,,suessionum,Suessionum,,,,,,,,,,,chooloissime c.,Vrbs Choolissime
,,,,,,,suevus m.,Suevus,,,,,,,,,,,pannonia inferior,Pannonia Inferior
,,,,,,,suevia,Suevia,,,,,,,,,,,ypanis fl.,Fluuius Yppanis
,,,,,,,susis,Susis,,,,,,,,,,,india,yndia
,,,,,,,sidon c.,Sydonia,,,,,,,,,,,jerusalem,Ciuitas Ierusalem
,,,,,,,sina m.,Syna,,,,,,,,,,,caucasus m.,Mons Caucasus
,,,,,,,syon m.,Syon,,,,,,,,,,,thamise fl.,Fluuius Thamise
,,,,,,,siria,Syria,,,,,,,,,,,sirtes maiores,Sirtes Maiores
,,,,,,,syrmium,Syrmium,,,,,,,,,,,ganges fl.,ganges fl.
,,,,,,,sirtes minores,Syrtes minores,,,,,,,,,,,gallia,Gallia
,,,,,,,tabraca,Tabraca,,,,,,,,,,,samarcan c.,Samarcan Ciuitas
,,,,,,,tagapi,Tagapi,,,,,,,,,,,yler fl.,Fluuius Yler
,,,,,,,tagus fl.,Tagus,,,,,,,,,,,zeugis r.,Zeugis regio
,,,,,,,taprobana,Taprobana,,,,,,,,,,,pathmum m.,Mons Pathmum
,,,,,,,tapson i.,Tapson,,,,,,,,,,,parchoatras m.,Montes Parcoatras
,,,,,,,tarentus,Tarentus,,,,,,,,,,,decapolis r.,Decapolis regio
,,,,,,,tarvenna,Tarvenna,,,,,,,,,,,cuya c.,Cuya Ciuitas
,,,,,,,tatus c.,Tatus,,,,,,,,,,,germania superior,Germania Superior
,,,,,,,tauri,Tauri,,,,,,,,,,,austronothus m.,Mons Austronothus
,,,,,,,tarominitani,Taurominitani,,,,,,,,,,,hesperus m.,Mons Hesperus
,,,,,,,taurus m.,Taurus,,,,,,,,,,,dara fl.,Dara Fluuius
,,,,,,,tea,Tea,,,,,,,,,,,calabria c.,Calabria
,,,,,,,templum ammonis,Templum Ammonis,,,,,,,,,,,mercurii m.,Mons Mercurii
,,,,,,,tenedos i.,Tenedos,,,,,,,,,,,binna m.,Mons Binna
,,,,,,,theode,Teode,,,,,,,,,,,germanicus s.,Sinus Germanicus
,,,,,,,terracona i.,Terracona,,,,,,,,,,,sodom c.,Sodom Ciuitas
,,,,,,,tabor m.,Thabor,,,,,,,,,,,rem fl.,Fluuius Rem
,,,,,,,tafnis,Thafnis,,,,,,,,,,,emisa fl.,Fluuius Emisa
,,,,,,,tanais fl.,Thanais,,,,,,,,,,,aque tibilitane,Aque Tibilitane
,,,,,,,thanatos,Thanatos,,,,,,,,,,,scitotauri sithe,Scitotauri Sithe
,,,,,,,tarsus,Tharsus,,,,,,,,,,,tabule testamenti,Tabule Testamenti
,,,,,,,thebe in egyptus,Thebe,,,,,,,,,,,fernus fl.,Fluuius Fernus
,,,,,,,thebe in boeotia,Thebe,,,,,,,,,,,jovis oraculum,Oraculum Iovis
,,,,,,,theodosia,Theodosia,,,,,,,,,,,mester fl.,Fluuius Mester
,,,,,,,theodosipolis,Theodosipolis,,,,,,,,,,,sochoth,Sochoth Ciuitas
,,,,,,,terasia,Therasia,,,,,,,,,,,ephesus,ephesus civitas
,,,,,,,thessalia,thessalia,,,,,,,,,,,robasci sithe,robasci sithe
,,,,,,,thessalonica,Thessalonica,,,,,,,,,,,danus fl.,Fluuius Danus
,,,,,,,teutonica,Theutonica,,,,,,,,,,,propontis mare,Propontidis Mare
,,,,,,,timavus m.,Timavus,,,,,,,,,,,canaria i.,Insule Canaria
,,,,,,,temiscerii campi,Timiscerii campi,,,,,,,,,,,saddi m.,Mons Saddi
,,,,,,,tingis,Tingis,,,,,,,,,,,nitrie m.,Alitrie Mons
,,,,,,,toglit,Toglit,,,,,,,,,,,burgh in maris,Burgh in maris
,,,,,,,tolosa,Tolosa,,,,,,,,,,,tile,tile insula
,,,,,,,tornacus,Tornacus,,,,,,,,,,,rupes sarmatharum,Rupes Sarmatharum
,,,,,,,tracia r.,Tracia,,,,,,,,,,,ebusus i.,ebos insula
,,,,,,,tragata,Tragata,,,,,,,,,,,cartago magna,Cartago Magna
,,,,,,,tragelafi,Tragelafi,,,,,,,,,,,dravus fl.,Fluuius Drauus
,,,,,,,trecas,Trecas,,,,,,,,,,,acrocerauni m.,Montes Acrocerauni
,,,,,,,treodenus,Treodenus,,,,,,,,,,,arar fl.,Fluuius Arar
,,,,,,,treveris c.,Treveris,,,,,,,,,,,hermus fl.,Fluuius Ermus
,,,,,,,tripolitana r.,Tripolitana,,,,,,,,,,,avernia r.,Auernia
,,,,,,,triton fl.,Triton,,,,,,,,,,,nicomedia,Nicomadibus Municipium
,,,,,,,trogodite,Trogodite,,,,,,,,,,,wid fl.,Fluuius Wid
,,,,,,,tuburbis,Tuburbis,,,,,,,,,,,rahais c.,Rahais Ciuitas
,,,,,,,tuburbitani,Tuburbitani,,,,,,,,,,,drepanum promuntorium,Drepanum Promunctorium
,,,,,,,tudertina,Tudertina,,,,,,,,,,,garonna,Fluuius Gerunda
,,,,,,,tullo,Tullo,,,,,,,,,,,abidos c.,Siticum Abidos
,,,,,,,tungris,Tungris,,,,,,,,,,,siticum,Siticum Abidos
,,,,,,,turchi,Turchit,,,,,,,,,,,cariz m.,Mons Cariz
,,,,,,,turonis,Turonis,,,,,,,,,,,meros m.,mons meros
,,,,,,,turris in sardinia,Turris,,,,,,,,,,,meroe i.,Meroe Insula
,,,,,,,tuscia,Tuscia,,,,,,,,,,,scena fl.,Fluuius Schene
,,,,,,,tussa,Tussa,,,,,,,,,,,carmania,Carmania Regio
,,,,,,,tyatira c.,Tyatira,,,,,,,,,,,climax m.,Mons Climax
,,,,,,,tiberias,Tyberias,,,,,,,,,,,canopus i.,Canopus insula
,,,,,,,tiberis fl.,Tyberis,,,,,,,,,,,sequana fl.,Sequana Fluuius
,,,,,,,tybut,Tybut,,,,,,,,,,,terracona c.,Terracona Ciuitas
,,,,,,,tycinum,Tycinum,,,,,,,,,,,pelorus promuntorium,mons pelorus
,,,,,,,tigris r.,Tygris,,,,,,,,,,,abarim m.,Mons Abarim
,,,,,,,tigris fl.,Tygris,,,,,,,,,,,atlas m.,Mons Authlans
,,,,,,,tyle,Tyle,,,,,,,,,,,don fl.,Fluuius Don
,,,,,,,tylos,Tylos,,,,,,,,,,,tafnus c.,Tafnus Ciuitas
,,,,,,,tyrenum mare,Tyrrenum,,,,,,,,,,,melos i.,Melos Insula
,,,,,,,tyrus,Tyrus,,,,,,,,,,,triphicia i.,Triphicia Insula
,,,,,,,ulbienses,Ulbienses,,,,,,,,,,,creta,Creta Insula
,,,,,,,ulca,Ulca,,,,,,,,,,,memarmoli m.,Montes Memarnau
,,,,,,,umbria r.,Umbria,,,,,,,,,,,licus i.,Fluuius Licus
,,,,,,,unicornes,Unicornes,,,,,,,,,,,delos i.,Delos Insula
,,,,,,,ursi,Ursi,,,,,,,,,,,alanus fl.,Alanus Fluuius
,,,,,,,valencia,Valentia,,,,,,,,,,,terracona i.,Terraconta Insula
,,,,,,,valeria,Valeria,,,,,,,,,,,lak fl.,Fluuius Lak
,,,,,,,varunna,Varunna,,,,,,,,,,,egyptus,terra egipti
,,,,,,,velabri g.,Velabri,,,,,,,,,,,cassica c. ,Cassica Ciuitas
,,,,,,,venetia,Venetia,,,,,,,,,,,antiochia ,Antiochia Ciuitas
,,,,,,,venetia,Venetia,,,,,,,,,,,tapson i.,Tapsus Insula
,,,,,,,vensura,Vensura,,,,,,,,,,,mosa fl.,Fluuius Mose
,,,,,,,veredunus,Veredunus,,,,,,,,,,,medania fl.,Fluuius Medania
,,,,,,,verona,Verona,,,,,,,,,,,acesines fl.,Acesines Fluuius
,,,,,,,vesulus m.,Vesulus,,,,,,,,,,,cyprus,Ciprus Insula
,,,,,,,vicenus,Vicenus,,,,,,,,,,,bactria c.,Bactrum Oppidum
,,,,,,,vienna,Vienna,,,,,,,,,,,thebaida r.,Thebaida Regio
,,,,,,,vincentia,Vincentia,,,,,,,,,,,papia,Papia Ciuitas
,,,,,,,vulcano i.,Vulcanie,,,,,,,,,,,cliteron fl.,Fluuius Cliteron
,,,,,,,wandalia r.,Wandala,,,,,,,,,,,saracena c.,Ciuitas Saracena
,,,,,,,wandali g.,Wandali,,,,,,,,,,,danaper fl.,Fluuius Danaper
,,,,,,,warmatia,Warmatia,,,,,,,,,,,concitus fl.,Concitus Fluuius
,,,,,,,waconia,Wasconia,,,,,,,,,,,amsidus fl.,Fluuius Amsidus
,,,,,,,icaria i.,Ycaria,,,,,,,,,,,atrax fl.,Fluuius Atrax
,,,,,,,icarium mare,Ycarium,,,,,,,,,,,capharica i.,Capharica Insula
,,,,,,,idri marini,Ydri marini,,,,,,,,,,,trogodite,trocodite
,,,,,,,himantipodes,Ymantipodes,,,,,,,,,,,bruncena r.,Bruncena regio
,,,,,,,inachus fl.,Ynacus,,,,,,,,,,,cesarea in mauritania,Cesarea Ciuitas
,,,,,,,ipodes,Ypodes,,,,,,,,,,,hispania inferior,Hispania Inferior
,,,,,,,hippo r.,Ypone Regius,,,,,,,,,,,pinesus fl.,Fluuius Pinesus
,,,,,,,hipotami,Ypotami,,,,,,,,,,,arcandes superior,Arcandes Superior
,,,,,,,isara fl.,Ysara,,,,,,,,,,,carmelus m.,Mons Carmelus
,,,,,,,isauria,Ysauria,,,,,,,,,,,mauritania cesariensis,Mauritania Cesariensis
,,,,,,,zeugis r.,Zeugis,,,,,,,,,,,timavus m.,Mons Timauus
,,,,,,,zimus,Zimus,,,,,,,,,,,thebe in boeotia,Thelea Ciuitas
